contest_id,num_captions,image_locations,image_descriptions,image_uncanny_descriptions,entities,questions,Top Rated caption,The New Yorker's winner,date,Number of votes
698,6463.0,['a sidewalk'],"['There is a man wearing a crown with a woman walking in a city. The crown is yellow and the cape is red.', 'A woman and a man dressed as a king are walking down a public sidewalk. Everyone else is walking casually as well.', 'Two people are walking down the street. The man is dressed like a king.']","[""It's odd to dress like a king in public."", 'Kings are never alone and are always surrounded by security so to see a king walk with only one person is unusual.', 'There is a guy wearing a crown in a city.']","['https://en.wikipedia.org/wiki/Crown', 'https://en.wikipedia.org/wiki/Streetcorner', 'https://en.wikipedia.org/wiki/King']","['Where is the king going?', 'Why is there a king in a city?', 'Is the man actually a king?']","“Harry, the whole point of leaving England was to blend in.”","“Harry, the whole point of leaving England was to blend in.”",2019-12-09,987093
699,5932.0,['psychologist office'],['A psychiatrist is in her office. Three people are on stacked couches beside her.'],['The couches are like bunk beds.'],"['https://en.wikipedia.org/wiki/Psychotherapy', 'https://en.wikipedia.org/wiki/Bunk_bed']",['How is she dealing with three people at once?'],“Two of you have underlying issues.”,“And how do you feel about how she feels about how he feels?”,2019-12-16,1192068
700,7263.0,['a pharmacy'],['A centaur is inside a store. He is purchasing some things from a clerk.'],"[""Centaurs don't exist, and they probably wouldn't be allowed in stores if they did.""]","['https://en.wikipedia.org/wiki/Centaur', 'https://en.wikipedia.org/wiki/Medicine']",['What is he buying?'],“Looks like you're already familiar with the side effects.”,“Looks like you’re already familiar with the side effects.”,2019-12-23,939103
701,5946.0,['a restaurant'],['A waitress is in a restaurant taking an order. A customer is perusing the menu.'],['The customer is a big mouse.'],"['https://en.wikipedia.org/wiki/Menu', 'https://en.wikipedia.org/wiki/Waiting_staff', 'https://en.wikipedia.org/wiki/Mouse']",['Why is a mouse so huge and in a restaurant?'],“I just want to make sure 'mousse' isn't a typo.”,"“I know I don’t look familiar, but, believe me, I eat here all the time.”",2019-12-30,1083114
702,4770.0,['a barber shop'],"['A man has come into a barber shop for a haircut. The man has a pigeon sitting on top of his head. The barber is looking at the customer with a confused expression.', 'A man walks into a barbershop with a bird in his hair. The barber looks perplexed at the situation.', 'Two men stand facing each other with a barber chair in between them.  One man has a bird in his hair, while the other is holding scissors']","['The man needing a haircut has a pigeon that has nested in his hair.', ""Birds do not nest in people's hair but some people's hair resemble a bird's nest."", ""It is unusual to see birds nesting in people's hair""]","['https://en.wikipedia.org/wiki/Bird_nest', 'https://en.wikipedia.org/wiki/Barber_chair', 'https://en.wikipedia.org/wiki/Nesting_instinct', 'https://en.wikipedia.org/wiki/Rock_dove']","[""Why is the bird in the man's hair?"", ""Why doesn't the man just remove the pigeon on his own?"", 'Why is that bird in his hair?', 'How long has the pigeon been there?']","“You asked if I wanted product in my hair...and I said a smidgeon...a smidgeon, Ralph.”",“Could you trim the sides but leave it feathered on top?”,2020-01-06,883343
703,5111.0,['restaurant'],"['A waiter points his finger at an alligator who has opened its mouth.There is also a woman that is sitting down nonchalantly as this is happening. The alligator seems to have appeared from a boxed shaped hole.', 'A woman is eating at a restaurant. The waiter is pointing at an alligator that is coming up from a hole in the floor.', 'An alligator is coming out of the floor. Two people stare at it. A waiter points at it.']","['An alligator in a resataurant is unusual.', 'There is an alligator coming out of the floor.', 'People would scream and panic if an alligator appeared from nowhere.']","['https://en.wikipedia.org/wiki/Waiting_staff', 'https://en.wikipedia.org/wiki/Alligator']","['What is the alligator doing there?', 'Who made that hole and put an alligator in it?', 'Why is an alligator in a restaurant?']","“We have them between all tables, it encourages social distancing.”","“Past the alligator, through the ring of fire, first door on your left.”",2020-01-13,973712
704,4854.0,"['elevator', 'office']","['Two men are in an elevator carrying tubas. A man stares at them.', 'A man stands in front of an open elevator and there are two men inside. The two men inside the elevator are wearing suits and have large tuba instruments wrapped around their body. One of the two men wearing a tuba has glasses and the other has a worried look on his face.', 'A man is waiting for the elevator in a building. Two men with big tubas are getting off.']","[""Tuba instruments are large and you don't see people carrying them around their waists as they ride elevators."", 'There are two men with tubas in an elevator.', 'Nothing really seems out of place.']","['https://en.wikipedia.org/wiki/Background_music#Elevator_music', 'https://en.wikipedia.org/wiki/Tuba', 'https://en.wikipedia.org/wiki/Muzak', 'https://en.wikipedia.org/wiki/Elevator']","['Why are they carrying tubas?', 'Why are the men wearing the tubas?', 'Why are the men carrying tubas?']",“Forget everything you've ever thought about elevator music.”,"“No, you come in on four.”",2020-01-20,1076611
705,5396.0,"['a desert', 'the middle of a desert']","['There are two cowboys on horses in the desert. One cowboy is talking while the other watches him. In the foreground there are remnants of a campsite with a fire still burning next to a cappuccino machine, coffee cups and pitcher.', 'Two cowboys are on horseback in the desert. There is a campfire, but also an oven with cooking supplies strewn everywhere.', 'Two cowboys on horses are inspecting a scene. There is a modern stove and some pots and pans on the ground near a bonfire.']","['The oven is anachronistic for this time and has no reason to be out there.', 'There are modern things in the scene meant for kitchens near the fire.', 'It is unusual for anyone who is camping to bring a large cappuccino machine.']","['https://en.wikipedia.org/wiki/Cowboy', 'https://en.wikipedia.org/wiki/Espresso_machine', 'https://en.wikipedia.org/wiki/Camping']","['What is the cowboy saying?', 'Who brought the cappuccino machine?', 'Why are there modern things in the scene?', 'What do the cowboys think about this?']","“Tall salted caramel macchiato with low-fat organic almond milk, no sugar… It’s him alright.”",“Decaf. They can’t be far away.”,2020-01-27,1246918
706,4686.0,['a forest'],['Two explorers are hiking through nature. They come across two subway cars in the brush.'],"[""Subway cars wouldn't be way out in the middle of nowhere.""]","['https://en.wikipedia.org/wiki/Tram', 'https://en.wikipedia.org/wiki/Exploration']",['What are the cars doing in the forest?'],"“Well,I know what Duke Ellington would do.”","“Of course—we wait forever, then two come at the same time.”",2020-02-03,1079547
707,10718.0,"['a living room', 'the front door']","['A man is carrying the Earth. A woman in a robe watches him. She is drinking coffee.', 'A man is carrying a giant globe out of the front door. A woman is watching him while in her pajamas.', 'An angry man in Greek myth clothing is carrying a globe of Earth on his back. A woman in a bathrobe watches as he leaves the room.']","[""The man's clothing does not belong in this time period."", 'There is a man carrying the world on his shoulders in a modern house.', 'No one carries a globe of Earth on their back.']","['https://en.wikipedia.org/wiki/Manual_handling_of_loads', 'https://en.wikipedia.org/wiki/Atlas_(mythology)', 'https://en.wikipedia.org/wiki/Earth', 'https://en.wikipedia.org/wiki/Greek_mythology']","['Why is does he have a globe of Earth on his back?', 'Why is there a man carrying the globe here?', 'What is going on in this picture?']",“This was easier to carry when it was flat.”,"“Next week, I'll move Heaven for you.”",2020-02-10,1376223
708,9196.0,"['kitchen', 'the ktichen']","['A knight is in a kitchen. A man wearing an apron is cooking on the stove and making a huge mess. He stares at the knight.', 'A cook is trying to make a meal, and a knight is standing behind him. The kitchen is a huge mess.', 'A man in a messy kitchen is cooking from a pot but is then interrupted by someone in knight armor. Everything is a mess. food is spilling everywhere.']","['People do not wear knight armor in the kitchen. Knight armor is incredibly rare to find and have the right size to wear.', ""The knight is out of his time and doesn't belong in a modern kitchen."", 'There is a medieval knight in a modern kitchen.']","['https://en.wikipedia.org/wiki/Apron', 'https://en.wikipedia.org/wiki/Knight', 'https://en.wikipedia.org/wiki/Armour']","['Why is the person wearing armor?', 'Why is a knight in the kitchen?', 'Why is the knight present?']","“A better question is, why aren't YOU wearing a mask?”",“Fine—next time you slay the dragon and I'll cook.”,2020-02-17,1452344
709,9680.0,['an elevator'],['A woman is waiting to get on the elevator. But the people in the elevator are on fire.'],['It looks like hell is contained within the elevator shaft.'],"['https://en.wikipedia.org/wiki/Fire', 'https://en.wikipedia.org/wiki/Hell']",['Why are these people burning?'],“You might want to try the stairs. This one only goes down and takes an eternity.”,“Try the stairs. This takes an eternity.”,2020-02-24,1458079
710,8189.0,['a nest'],['Two explorers are observing a tree. A bird is sitting in a nest playing music.'],['The bird is dressed like a man and playing music.'],"['https://en.wikipedia.org/wiki/Guitar', 'https://en.wikipedia.org/wiki/Songbird', 'https://en.wikipedia.org/wiki/Birdwatching']",['What kind of bird is that?'],“Remember when he was just a humming bird?”,"“I can usually identify a bird by the song, but I think he’s doing a cover.”",2020-03-02,1550011
